cache-misses-1,node-loads-1,branch-misses-1,branch-load-misses-1,cache-misses-2,node-loads-2,branch-misses-2,branch-load-misses-2,cache-misses-3,node-loads-3,branch-misses-3,branch-load-misses-3,cache-misses-4,node-loads-4,branch-misses-4,branch-load-misses-4,cache-misses-5,node-loads-5,branch-misses-5,branch-load-misses-5,label
32871953,2268056,28773643,28774235,68290560,4916547,44965497,44965363,51933659,3832182,27527182,27527200,77428837,5888808,36974884,36976549,73615701,5498326,36791385,36789544,28
35432604,2414708,31011631,31012326,77860196,5958826,49194300,49193797,54585625,4006888,29258721,29258933,60122165,4226087,29408540,29408500,47342999,3265488,17307040,17306953,10
38571749,2712006,32021821,32022983,60281681,4233778,38160535,38159382,54136976,3967238,28361277,28361742,47440297,3424569,18551305,18551564,33173429,2625671,16020310,16019577,7
32225877,2219092,26458105,26458963,82640604,6304697,55688047,55688326,67495783,4926324,36508699,36509069,57391199,4074513,26601401,26600160,48099244,3345601,18562683,18562881,21
31797171,2132564,27019277,27020389,74312320,5741989,51298536,51298662,82066712,6119497,44484653,44483485,61294112,4446186,28782342,28782556,52273748,3714282,18821975,18821976,5
32011840,2284619,22451414,22451416,76819083,5845676,48207706,48208209,66536971,5484494,31846804,31846872,67404029,5241190,35874969,35875160,82233210,6390506,34651696,34652060,2
35239379,2426922,29584198,29586183,77458428,5920244,49791982,49791242,66599601,5241032,38057294,38057196,66084123,4731853,37720105,37718975,70412222,5218877,28895014,28895855,2
37018920,2576432,32275381,32275428,70877585,5244344,45225267,45225872,65161321,4910274,35032275,35031650,65188942,4777002,32177271,32177875,45825988,3221304,16970652,16970425,11
37234583,2623674,31550271,31551038,64979111,4548298,40552037,40551277,50529364,3661957,28553695,28553986,48228127,3345599,18987523,18987494,29168849,2256055,15578733,15578464,20
31508895,2142417,28663694,28664588,79279104,6048954,50246084,50246154,70722769,5455106,37000784,37000721,61963904,4410574,28927956,28927388,48561119,3452299,17645483,17645234,16
37392037,2672929,32025015,32027927,75646268,5809048,50676647,50674528,85986596,6759136,41967404,41969447,60759249,4311683,41153879,41151413,47666687,3298767,17390509,17390422,25
31173969,2091491,26529293,26530523,75866961,5952186,51209452,51209431,62291213,4648546,28488164,28488262,71486938,5295254,35766029,35765919,60763918,4399853,25629490,25629516,14
35085543,2446506,30539114,30539266,77273416,5921888,51029454,51030051,56673573,4259760,26801578,26801497,59044807,4181119,32627411,32627011,45511871,3185250,16560395,16560748,10
34899848,2390074,30211818,30212145,78201355,5976731,51116169,51117526,57942192,4336326,27810271,27809739,57924933,4027063,31380544,31380007,47334308,3289914,17443182,17442864,10
35135601,2423780,28779302,28780445,75728900,5743272,49327356,49327593,70977992,5334289,38356658,38356694,60242594,4338294,25840702,25839574,55890143,3907736,24536341,24536887,12
32821699,2265627,29043851,29044380,80773344,6294772,50625335,50625678,81629980,6373847,41444494,41445665,69704038,4880697,47015040,47014396,51222186,3648837,18959164,18958718,15
36462085,2612050,30886216,30886353,74325875,5674187,49316820,49317185,86217604,6904967,44588262,44589337,50377627,3394463,30216511,30215009,49941275,3433725,21842566,21842804,25
32935380,2244665,29264627,29264931,81375759,6176587,51529291,51530472,75786580,5821265,42879968,42879110,65821487,4633711,31984944,31985133,47010526,3236114,17255105,17254562,30
33383764,2327877,27788712,27791301,65987175,4734434,43985986,43983472,47657754,3415700,25179414,25179902,58400839,4364381,28571643,28571460,52928909,4222423,25071564,25072050,28
32828837,2210219,29842143,29842143,76403835,5959568,49049501,49050008,76999119,5676423,43364904,43365773,60071585,4384807,31188921,31188398,49003110,3496452,16780619,16780099,5
34073593,2345944,30136033,30137368,68353482,4939910,43229501,43230363,65808037,5136462,38695586,38694058,60325774,4391735,25901346,25900945,53174173,3815263,34589775,34589796,19
34715517,2394173,28969295,28969398,75696479,5836275,51344184,51344569,60700300,4555131,28455985,28456480,73733078,5507619,35395898,35396285,54335215,3926611,22890536,22889382,14
36020667,2486787,30488278,30488672,75454123,5789575,47723456,47724114,57472340,4229767,28692456,28693090,57242629,3998294,31666542,31665059,49160042,3531020,17806240,17806276,10
35809726,2506057,30695049,30696500,78240713,5963825,48768151,48768080,67627576,5124787,39588719,39591341,55736506,3936020,26403654,26400029,61033295,4432941,28777307,28777218,24
31859934,2145137,27509620,27510086,77733925,5843723,51933150,51934082,64719291,4845228,39883348,39883974,62714164,4440267,28875341,28873866,45381939,3164709,17568822,17569108,17
28314052,2112169,19373201,19373554,68178099,5188419,44964715,44966082,83775581,6739511,42104796,42104498,82081452,6686468,34742802,34742226,97834205,7820042,37645720,37646214,6
33388239,2280872,27693234,27693351,77450358,5957129,50112457,50112997,80844381,6278224,43685379,43686380,76728661,5468171,47593491,47592930,68311491,5032504,31952566,31952436,15
33031502,2260582,30074412,30076406,78145959,6066598,50988583,50988157,69793394,5295373,42832442,42832256,72571415,5413514,33640465,33639434,57731146,3978802,26401241,26401197,29
32380268,2327167,21580526,21580864,74963657,5706130,47691046,47691936,70764175,5952218,34364135,34363436,68219473,5298037,36656106,36656458,86708455,6980139,35544257,35545078,2
37473561,2646195,32257292,32258211,75028841,5862573,49344548,49344169,84707875,6563234,44029977,44031088,54651871,3853183,25101264,25099909,49340234,3441535,37855493,37855528,23
35104788,2420125,30739052,30740941,78568475,6056081,50002780,50001373,68308591,5210301,41585216,41585525,67892574,4859885,33333980,33334575,62673988,5537836,20790233,20790471,24
37579694,2682381,31592111,31593609,62207602,4422589,40786029,40784549,69410088,5267593,41083416,41086152,86794092,6235085,44034054,44033401,47485789,3334109,17712994,17711175,30
29830954,2123875,20984482,20984939,68989581,5450807,47588200,47589031,65478915,4945914,32802404,32803236,80961284,5987500,36920608,36919388,58554300,4345405,18089175,18088277,3
32435151,2325823,22259156,22259926,70587162,5538155,47228619,47228590,63775071,4977478,31053597,31054247,78288497,5828062,34892121,34896544,77393742,5815915,23500574,23495754,3
37176695,2602728,31751188,31751455,80913843,6164958,51127150,51127990,67532199,5020553,37786116,37787037,57777654,4134434,26811702,26809955,47232211,3313357,17195213,17195323,21
32660675,2302708,23736412,23736565,72776183,5435259,46310049,46310501,78131151,6531957,37253882,37253302,60977328,4665182,31015739,31016714,89750856,6996922,41713754,41713830,4
38869538,2795215,31447170,31448721,62200084,4351838,40180449,40181106,48809406,3587860,25739501,25737616,48204895,3478921,18928705,18929382,31991790,2406494,16243777,16242777,20
32506392,2255695,27765786,27766220,68851591,5013221,47135356,47135536,75335428,5850170,41050659,41050868,61158035,4381059,27288220,27287746,49477610,3414767,20430077,20429731,12
37025478,2602009,31684851,31686023,81367508,6278903,51244590,51245112,69444251,5119215,43146463,43147297,54740426,3948965,23045249,23043064,49711992,3464839,18706664,18706672,27
32847533,2244725,28402228,28403521,77422760,6001679,50251574,50252169,58622155,4331335,28015799,28014251,59455135,4192299,32521964,32521906,45309793,3178252,16648448,16648166,10
34750936,2400991,30774050,30774932,67233890,4857607,43375305,43374429,47705335,3541298,24784024,24785179,56302149,4087370,24961995,24962364,47006441,3565364,25232889,25232197,18
31116543,2320984,21649943,21650468,69172945,5257349,45618500,45618717,82590148,6724476,36368415,36367883,74951105,6092991,32932304,32933423,103507480,8338863,41160464,41159676,6
37029346,2582149,32127430,32127487,65339895,4723461,41928714,41928960,62823997,4945147,34029988,34030121,54117994,3819417,22657059,22656882,45303643,3155165,16433699,16434252,7
36450148,2546181,30910593,30910838,76117953,5848972,50564360,50564926,82536147,6240764,43959919,43959569,48470767,3431565,22265464,22265498,49213912,3511760,18231721,18231617,27
38225347,2743543,33068924,33070310,77082442,5909504,51791828,51796193,76224864,5862187,40845244,40840863,57321428,4018215,30925532,30924745,60777765,4293642,28888068,28888272,29
34256183,2367757,28112847,28114252,68319591,4975891,46149242,46147843,61593459,4738925,39732601,39733159,49166353,3434032,18775874,18776050,42192637,3022297,18778898,18778505,17
37997439,2761556,32216711,32216756,64257951,4627993,41039636,41039596,65975230,5109796,38942758,38943034,61647467,4392603,26814831,26815394,51229211,3656739,33807705,33810118,19
35285412,2432040,29836720,29837402,78862937,6050726,51830989,51831177,73767733,5562206,41445185,41444855,67393331,4888388,34609471,34610700,54527262,4022532,19162965,19161416,5
34829014,2443649,29226694,29228206,77529314,5913293,49765664,49765763,56920042,4225404,27235891,27234770,57311613,4017796,31289558,31289846,44624002,3112716,16511229,16510711,10
34432083,2403799,28534603,28535296,76066604,5787411,51786303,51788264,73516770,5505013,40426566,40425254,75278155,5507347,39571672,39572555,62739501,4472845,50403188,50404173,24
34237575,2376245,27912212,27912529,81813262,6290687,52598821,52600772,77440631,5827506,44227951,44226663,53413279,3708143,26287771,26287792,47437842,3327975,17405083,17404336,27
38722076,2772776,32845475,32850006,77407831,5856092,49295288,49292667,61450795,4528374,37189943,37188295,59448331,4223715,28063378,28063402,46156395,3205578,17542214,17542605,17
31857579,2235106,27427800,27428472,77239628,5925569,51957046,51957085,62528180,4740604,30283556,30283003,77321687,5848248,38760426,38761137,75091080,5481034,35381128,35380482,14
36878231,2604292,31042906,31043846,65826683,4713482,41317318,41316378,61029631,4750784,35391449,35393483,65216417,4717196,29723297,29722680,49261733,3589101,22127135,22126611,19
37237779,2603289,31684303,31685508,78950888,6140532,48798176,48799371,71954341,5323875,37348303,37347965,79343332,5937555,38137325,38137152,55718564,4010667,23583520,23581946,8
35879934,2454031,28934484,28935162,67253955,4814913,43420920,43420245,60301078,4752043,34230516,34231133,57571029,4052715,23478518,23479329,41454857,3031168,18312898,18311806,7
35054379,2450118,29444804,29445919,77954900,5993900,51640308,51641183,81778253,6373152,37660593,37661515,72305962,5305969,35408429,35405837,51791269,3714283,18223239,18223487,16
37533461,2578262,32188522,32189701,74194061,5629113,48396988,48397775,53520936,3965511,28393467,28393499,61615437,4388555,29814113,29812311,44714766,3069074,16249529,16249626,10
34854752,2405210,30218754,30219194,77468232,6016049,52646885,52647489,70725451,5406738,40609407,40609796,65114412,4619094,34852091,34850952,49320296,3390349,18486560,18486454,29
36296996,2563590,31302195,31303236,77964073,5801392,47903634,47903670,59867778,4569770,38662806,38662873,49466744,3477234,20749388,20748542,52852604,3807505,26254764,26255051,22
36388222,2570703,30216479,30217373,81275552,6245030,48910630,48911128,60359148,4824426,35905547,35905083,66686648,4754332,37628444,37628407,60439294,4521798,24488891,24490638,2
37416720,2622852,31345034,31345551,76970732,6109815,47058533,47059850,61550226,4717081,34596303,34596179,68705330,5030407,39246766,39246412,68986719,5154125,28058427,28058319,2
34005256,2332744,29060469,29061104,78785921,6028017,47766792,47767598,68485162,5146042,37942501,37941575,93053026,6957514,46521502,46521690,57902436,4097456,26086374,26085942,8
33484148,2292906,29552098,29553232,77665979,5972441,51347753,51348574,73834820,5635930,33081647,33081090,54895761,3793217,25456524,25455380,47649948,3375514,17126812,17128121,16
34597917,2409480,30086177,30087981,68355601,4954361,43885892,43884715,73579440,5635528,40245819,40247019,63000484,4611355,28574034,28572521,48010015,3376048,17507148,17507396,12
31795235,2119989,28461917,28462618,78900207,6181994,52154606,52154427,71706656,5613481,38253953,38253789,73445687,5225440,43653431,43654440,85020223,6496984,46526888,46525889,4
33126887,2319121,24054095,24054337,77614785,5994010,47481498,47482269,77322037,6188178,35323415,35322514,46673552,3528476,25051818,25051951,44958702,3102693,17316821,17316872,1
24056723,1604131,21840068,21840195,68778689,5176900,46579665,46580790,67860469,5386317,35423061,35422438,41917505,3098676,26810782,26811737,61934370,4519365,38155703,38155089,4
35006287,2452457,30497203,30498407,78561617,6072580,50292388,50293356,82250409,6481205,42699365,42697611,76301743,5365440,46625679,46627201,100463514,7696169,39879242,39877940,15
36069568,2628325,23806443,23806960,78817742,6101460,44139323,44140516,73818843,5940051,36231162,36230262,53897353,4168152,26876132,26875566,45728597,3244788,16923549,16923541,1
31950354,2322582,22129718,22130232,70981219,5415126,45434234,45435166,77244554,6340856,37600526,37599355,67008752,5148295,34278775,34279993,88761446,6894603,41923173,41924069,4
33012934,2269396,26743111,26743943,80299884,6219735,53615059,53616278,81585017,6137688,43200586,43199899,53411254,3779406,26943310,26942292,52457409,3632922,24646519,24647266,27
38895082,2749353,33497636,33499776,62849463,4441820,39432797,39430662,48480889,3582802,24909429,24910495,47214718,3358434,18595941,18595693,32909204,2567037,16309196,16308373,20
33589132,2303555,29325581,29326420,79051032,6115750,50902034,50902755,78400587,6049155,40036855,40036289,62638411,4467948,30724722,30725820,49894007,3643067,17635505,17633662,26
33415880,2303226,29101514,29101805,75041728,5769959,49206522,49207594,82518642,6188096,44385941,44386120,66307862,4775483,31099561,31098310,56168128,4077972,20012300,20012330,5
36635915,2553249,31376756,31377950,80743955,6224007,51534265,51533965,70378825,5087500,36667192,36666718,54395990,3849420,26221111,26221018,51644222,3606437,20483948,20483942,21
35863422,2499341,30466814,30467686,66918233,4852684,42754513,42753657,66188883,5265506,36183889,36184315,75284072,5348527,37186794,37187625,55337845,3961258,25696238,25695305,28
39871598,2814236,32964406,32965154,75903846,5804386,50077415,50076987,87418602,6760113,46384975,46387173,47850171,3270212,25687673,25685502,47530008,3285419,17387369,17387022,27
36688398,2583452,32045057,32045811,75255068,5683808,47483478,47484374,73560525,5622048,42427534,42427004,58278714,4153084,24085100,24083981,48994847,3459934,18441975,18442327,12
36996957,2577188,31682142,31683074,65966593,4714296,41405969,41405044,62349095,4831226,35200570,35201887,63637346,4515682,30616010,30616309,49525354,3535574,20589758,20590742,19
29055746,2131581,20594405,20595192,72650603,5653318,41617022,41618417,79285516,6413102,37502273,37501234,77087038,6316200,34229295,34228599,95367983,7491807,37219074,37220369,6
34682303,2438473,28696826,28697260,66730423,4759338,45098135,45097710,53721363,3953142,29464119,29469329,87819696,6752843,43407414,43403678,64037731,4593980,30803982,30804102,28
37292293,2632204,31578063,31578509,76417201,5895020,49435708,49436111,74131820,5662973,40525525,40525443,58953891,3970139,42411245,42410822,45952307,3184110,18240015,18240045,15
35526642,2503704,30557309,30559036,67555299,4905246,43221681,43220123,55060383,4152792,29826351,29826814,83447051,6185345,40970983,40971270,63599281,4731369,23720760,23720467,18
35946482,2499959,31113517,31114594,66518312,4782200,42552633,42551562,65253673,5115131,37930763,37931214,75058994,5367442,37487917,37487880,61393550,4471973,28074868,28074711,28
34602781,2390004,30596660,30596897,78554128,6019959,50571325,50573468,78743300,5967394,42705536,42707700,65190688,4538774,31811449,31807935,49098592,3375018,19416656,19416143,30
31626220,2120489,26452775,26453017,69076693,5003021,45889150,45888972,65407079,5101026,34568138,34569056,54573651,3886169,20886849,20886092,42226416,3027182,18389270,18389826,7
36818012,2578448,30873855,30874861,78210358,6058471,52948704,52949150,78973284,6022302,37530463,37530200,60105742,4287214,36771157,36770223,50754095,3539064,19384715,19384789,29
32514481,2198786,27425479,27426075,76663083,5955901,52262752,52262894,60732319,4649352,29046127,29047254,70143168,5156740,34643130,34641573,55985437,4035636,24101123,24103432,14
37056148,2590365,31720014,31721372,63664588,4560079,39197634,39196283,41594263,2998633,22888666,22889932,55813461,4156785,24999098,24998010,50376372,3747592,23910228,23911259,7
32657572,2317444,22553434,22553761,74396939,5648095,46557758,46558504,73037870,5981918,35281641,35280965,66197570,5267217,33243937,33243985,92877798,7243096,38926969,38927589,2
34913175,2410696,30678431,30678845,74891218,5767484,49117360,49118015,85404088,6685178,43544579,43545311,73357764,5159368,44612154,44612237,52171748,3750435,20351258,20350286,15
35861117,2586369,25181451,25182009,79771972,6246914,48253007,48252785,81842252,6631691,37657481,37658869,43345290,3087814,21353494,21351770,47059381,3241311,17252234,17252505,1
37517215,2626094,31108090,31109098,82664211,6392728,52167239,52168203,62554242,4624978,36322506,36321742,56899996,4071715,26214718,26213780,47857744,3365458,17204369,17204938,21
28975818,2152498,20248209,20248365,69583163,5309638,43009474,43011898,86895608,7059152,41912742,41911478,69713858,5718110,31523583,31524487,102657820,8071153,42328881,42327559,6
31532121,2157484,27947893,27949054,75839696,5737867,49218822,49218597,66590988,5095596,37799191,37799679,66230640,4683944,39227208,39225913,47693492,3373282,18387063,18387757,9
34278422,2380815,30648460,30649220,75083195,5685676,49968290,49968151,65617855,4929049,37677475,37678976,66296536,4676418,35316812,35315342,54978914,3882367,24645171,24644843,9
36410148,2549066,30775100,30775464,76747866,5923013,48890032,48895514,75284849,5757596,37073354,37069305,58911088,4269974,28078191,28076615,47923827,3395689,17268571,17268600,16
37282488,2690146,31362114,31363244,68643720,4967535,44208962,44209597,72278374,5588810,43456253,43455565,71421241,5049237,34639569,34638908,46984879,3291789,17485516,17485355,30
36723633,2572189,31875308,31875801,63932557,4532411,41247543,41247157,53667662,3951358,29320805,29322380,91728256,6995260,43743312,43742472,56358376,4154209,22108132,22107812,18
34094411,2343532,28743093,28743728,76512906,5845152,50320085,50320128,82377087,6362554,39417021,39418332,85999774,6477988,45409446,45408117,64916552,4627951,30076725,30076408,8
39509941,2870295,32857054,32857587,68996542,5047738,43827340,43828362,65368583,4866149,35440651,35441475,63340267,4646310,31249814,31248351,48637302,3242559,19222136,19221479,11
36789974,2546644,30494181,30494609,75367837,5503557,48507368,48508115,67323841,5258130,41483295,41483085,57051564,4089571,26567043,26566207,45802547,3138562,16750531,16750715,13
37371208,2623264,31604409,31604738,74846654,5719559,47737931,47739413,55295887,4133307,29620861,29619598,54046678,3783657,26728997,26729076,45733290,3205000,16957660,16957367,10
35115650,2414558,30052036,30052477,80758388,6261970,52722984,52723430,70119505,5128134,37140678,37141737,52740431,3744112,25736247,25734632,47427875,3334349,17389832,17389834,21
34701964,2376315,28968695,28969246,78795373,6016674,51270394,51272881,70949881,5439931,36032852,36030322,81054095,5908830,40348680,40348685,48774487,3454055,18148229,18148033,8
34487625,2403762,30992273,30993716,73906736,5718782,47019781,47019294,80860324,6029121,44739775,44739615,48910286,3521325,25879704,25879088,52611847,3845558,19318175,19318253,5
36613922,2546435,32491007,32493410,76117055,5734019,49237430,49237104,77432509,5849046,41088301,41087716,60975206,4294626,34075881,34075437,59158911,4319353,21431541,21432349,5
39790206,2810397,33099279,33099311,64711658,4576572,41441211,41441259,47272948,3418917,25719673,25719924,47284048,3453557,19936211,19936152,35266509,2715286,17504237,17504566,7
36975992,2610556,32853610,32854253,66659029,4733357,42095515,42095076,58818741,4458270,31831908,31832851,76888972,5654828,41431958,41431721,69759393,5150899,30172639,30172645,28
30229465,2054716,26599869,26599908,77603780,6015111,49139976,49140939,82382747,6193146,43202714,43202099,74205513,5486272,48060822,48061561,100408466,7752248,43081837,43082006,15
36096055,2504341,31060110,31060538,64061898,4596441,40839129,40838701,56282043,4235777,31275487,31277905,80330802,5780527,40369325,40369462,62780078,4574090,27897792,27895853,5
35471129,2514920,29545920,29547642,79386279,6089103,52952090,52951507,74641319,5602066,38617701,38617041,63768730,4635441,33002572,33002093,49113054,3476326,17330807,17331085,26
35352838,2455801,29352429,29353158,67143934,4884295,43678710,43678103,58450310,4439561,31671731,31673236,61244591,4361012,25553177,25554096,42222573,3262930,18520547,18518001,7
36374643,2529283,31198005,31198381,65606935,4760762,42422098,42422022,48046029,3509301,27305783,27306159,87197632,6626468,43298204,43298890,59905984,4433697,22648290,22648740,18
35103844,2448905,29862802,29863619,74923280,5721399,47707364,47707889,55749181,4104457,30495807,30496248,85412875,6323051,45808155,45807689,53343831,3898494,19317022,19315988,26
31509907,2297214,20370228,20370381,77029367,5911240,47699001,47700483,69489085,5760341,32764688,32764959,66939733,5161634,35918199,35917597,83411097,6553878,36290990,36290175,2
34703229,2434657,31089226,31089705,65476745,4769685,42121253,42120781,59876348,4610297,37938429,37938636,59740453,4325812,26791945,26791980,52763106,3732293,29892578,29895068,19
37709095,2607209,33303024,33303128,63310024,4497933,39150011,39149916,52543390,3847123,29892014,29892616,48672765,3603420,19040438,19040405,45242210,3506813,25357458,25356880,18
36299059,2489621,30778060,30778237,77231252,5798466,49186860,49187582,67759354,5152604,39887403,39887127,63760422,4559502,35083429,35084975,47901826,3340533,17362894,17360726,9
36407646,2588933,24422384,24422413,74479267,5672364,47115915,47116298,79458707,6452344,37089367,37092453,52869794,3899541,26278639,26275446,47144921,3339072,16885312,16885394,1
34096053,2375384,29055533,29056298,80676763,6181310,52031651,52032970,69065737,5249072,37922512,37921538,56398912,4045148,27151270,27150552,48002637,3359054,17576427,17576320,21
35170863,2423655,30622602,30622988,82019056,6374681,52228874,52229501,72295272,5323804,41458505,41457840,61209266,4503975,26314311,26316122,47983472,3432254,17521529,17520499,27
35390519,2462400,29210381,29210973,80622540,6265420,53928747,53930762,76000486,5667526,43601179,43599373,50897467,3651960,20436817,20436327,47688840,3260554,17340851,17340935,27
40528356,2954939,32170846,32171787,62517832,4406028,41163874,41162938,49881595,3765231,26404610,26404626,58515801,4307010,28853943,28854196,62897920,5089286,30471918,30472521,18
34072377,2344153,29709272,29764628,64442843,4668847,41737738,41682393,49966110,3679850,27675190,27675543,48427962,3448174,18690797,18690433,34787559,2716936,18062198,18062198,30
34771744,2471266,30016508,30017611,68599234,4969570,43086473,43085832,59245571,4571017,33180881,33180731,64062570,4406769,31370959,31370953,50712528,3597228,21210115,21210669,19
37211889,2631393,24933642,24934284,83844673,6534448,49395924,49397284,83028413,6720463,39015051,39013608,57113921,4098440,25411175,25410884,48551485,3387791,17935217,17935246,1
29417553,2225181,19483419,19483419,56401389,4545312,29053299,29054420,67368865,5431768,29855939,29856664,55965435,4689738,21619633,21617935,49711303,4163841,18326571,18327819,5
29376245,2082339,21426581,21427142,71765941,5457225,47656380,47657426,80466741,6571643,37453554,37453157,64857214,4958030,33975830,33975387,96314370,7613198,44172868,44173587,4
34170230,2394423,30534663,30537346,77517840,5713150,48712722,48711187,77231485,6087392,43438816,43438084,64016776,4455221,30567791,30567689,47421150,3338378,17390276,17390514,30
34883316,2453420,28747522,28749323,76884787,5876954,51865440,51865331,77052330,5838518,39295575,39294139,87144208,6511004,42960390,42960800,60324039,4314021,24999131,24999566,8
33928160,2443923,22257729,22258333,75590937,5778895,45881754,45881734,73001304,5989024,34227380,34228126,64170725,5068736,35136984,35137496,85366669,6602860,36557334,36557418,2
34706196,2380551,29561585,29562391,67650678,4888734,42828864,42828064,49591684,3637004,26236130,26237732,57274716,4173561,27787427,27786416,65465600,5106251,32789105,32789880,18
27545800,2018574,19008921,19009086,68685753,5133373,45645519,45646335,83594231,6767809,38198566,38198253,70406049,5738196,33623178,33622860,99027599,7787715,40769778,40769926,6
34041688,2341611,29792818,29792860,81222270,6365019,49866105,49866696,71713681,5317077,42101595,42101425,52348013,3680382,23974353,23974656,47315527,3320146,17374438,17374037,13
33165432,2375272,22286199,22287506,71452178,5614685,46566487,46566880,62211798,4839769,32414070,32413519,79765480,5970422,35527817,35526668,64560080,4774630,19921559,19923111,3
36874736,2620820,31797963,31798426,74779881,5606569,47757210,47757593,70064787,5268465,38547577,38547594,62149630,4648387,26819984,26819371,45701750,3211222,17125051,17127279,12
33288621,2287453,28988981,28989575,80101753,6292355,54695086,54695414,68764665,5177494,44373968,44373054,73140695,5118237,38956189,38956771,54289384,3911123,20545795,20545433,29
33597203,2277338,27191831,27192193,78248952,5995425,50756668,50757536,68393644,5438815,37604613,37605143,65101152,4689263,39585707,39584173,63554057,4730891,25883782,25885967,2
32884079,2253113,29273769,29274259,81926787,6467882,53998906,53999572,76561297,5788759,39861862,39861612,61521545,4390729,34046451,34046494,64018407,4561418,28274745,28274105,29
38184963,2712132,32745154,32745769,79228258,6057665,51090726,51091510,67500141,5054699,39470017,39470082,74391488,5420496,38252540,38251534,64654453,4779436,74676748,74678269,24
32931770,2236450,26975103,26975103,79146369,6169594,52587103,52588994,57390239,4147272,28277035,28275486,58160274,4015893,32079809,32079802,47114446,3292003,17214305,17214198,10
32216659,2290397,23339359,23339932,71448169,5659340,47310753,47312733,62700061,4819074,31898519,31896175,76517964,5757166,33443049,33443355,75198122,5664096,24769632,24769540,3
33391495,2318986,28868128,28868261,77885899,5823547,50306460,50306591,70560702,5459875,40420157,40420371,60404757,4331441,25959499,25959523,49617475,3520629,18328859,18328674,12
37511710,2651603,32303349,32303829,75282414,5843978,50024188,50024381,67390525,5165892,43983807,43983818,58489933,4119157,26480810,26480132,49186671,3429790,18305992,18306223,29
33119388,2223475,29696451,29697789,76757136,5925641,49441199,49440695,77180360,5726260,44372218,44372933,63041857,4594820,30280074,30278841,55741441,4064600,19912314,19912447,5
34048918,2330780,30081315,30081636,80400776,6224091,51743346,51745231,58232668,4371034,25401462,25400416,59200309,4137199,33597868,33597177,46269580,3235847,17259694,17259478,10
31522284,2150791,27959895,27961268,74246707,5803224,49995801,49995237,82037547,6033473,45194491,45194993,65336725,4828821,32264677,32263600,57134420,4173081,20379719,20380065,5
35713996,2445198,30656444,30656494,77756895,5874244,48730533,48731207,55409619,4225310,34404214,34403779,52835186,3737223,20987846,20987881,54096249,3889086,27271642,27271800,22
35490875,2496336,29639953,29640200,74452790,5531040,48142506,48143126,65461093,5016311,40448986,40448863,61506473,4437227,28799951,28799908,44887014,3139788,16576277,16576294,17
36842966,2585910,30752598,30752906,77764633,5940971,49959263,49960377,72607287,5410373,33572644,33572692,55303381,3875107,29468292,29467588,46545231,3205952,17870716,17870315,11
34424883,2407565,30130960,30131585,75722945,5844883,49007461,49008470,80984542,6077144,41924706,41926927,66239146,4861308,45289246,45286499,57103473,4039325,26395550,26394442,15
37049177,2682654,25913780,25914101,71321126,5587980,45450272,45452737,60163453,4633391,30963442,30962664,77039587,5753826,34113577,34112039,73734705,5558085,25027167,25028476,3
35157301,2453904,30474442,30476603,78105205,6065474,50131020,50129739,78553394,6019361,40701229,40702641,53998907,3749707,28483410,28481412,48281937,3406553,17248982,17249017,26
34854102,2411486,29378592,29378622,76335826,5986333,49071015,49071123,76886723,5764172,36707434,36709853,88523929,6633345,48087264,48086482,58114429,4087196,25653369,25652391,8
31550222,2257400,22318061,22319228,74119750,5903637,47422594,47422575,62900762,4887251,31852371,31851422,77112268,5744900,35714390,35715543,70538948,5245453,23846131,23845049,3
38656975,2777898,32251954,32252515,78035996,6010640,49807348,49807444,68459261,5039064,40414740,40415331,54331665,3863464,24091663,24090699,46507229,3304004,16917031,16916747,27
33573130,2354453,28327310,28327926,80177515,6133093,52942737,52942686,72594619,5466522,42132083,42133593,76892238,6159777,36533848,36531929,61863676,4925629,24468704,24469556,24
34760267,2377419,30493333,30494564,79326528,6191802,51565202,51566224,73678058,5516451,44887705,44886205,68938153,5008383,31825083,31826885,46942082,3258666,17876244,17873969,29
33500819,2244959,30159475,30160188,76472054,5914910,50642540,50642324,83351562,6441718,42538988,42541897,54730359,3884924,31903592,31900356,61539749,4351370,29704548,29704705,29
34953511,2430186,31169251,31169576,76591360,5889116,50677647,50677907,85571248,6872130,42696448,42697771,73415147,5248355,46009603,46009073,48984422,3476249,18734243,18734774,25
27492738,2011980,18879677,18879834,69911450,5222320,44794133,44795595,82075475,6581399,40248226,40247333,75091166,6189706,34223667,34224512,103267253,8211731,39139948,39140076,6
36177272,2534820,31816410,31818416,78151806,6062455,50991417,50990350,73709511,5537068,39671031,39673447,72428666,5389593,42245381,42243657,54835029,3885698,23523532,23523871,15
33685454,2303816,30119491,30119927,77924327,5964639,49960408,49961260,59826059,4494042,35611342,35612325,58696979,4303835,28641106,28639436,46047984,3221337,16799061,16798691,22
37667327,2697597,31597700,31598398,77675791,5922624,51379530,51381356,83382334,6436030,44920230,44918734,73262095,5256143,39814296,39813527,46485867,3218034,17107189,17108032,27
33589033,2300357,28680831,28680831,80852198,6295570,51275265,51275602,82218257,6390826,42762156,42763020,71691527,4994505,47092310,47091913,48867259,3436907,20477676,20477513,15
37521495,2621827,32230504,32231262,75964229,5829347,48695484,48695140,61645630,4632404,30937279,30937210,75695346,5674154,36025410,36025765,71168453,5201719,32466843,32466808,14
