cache-misses-1,node-loads-1,branch-misses-1,branch-load-misses-1,cache-misses-2,node-loads-2,branch-misses-2,branch-load-misses-2,cache-misses-3,node-loads-3,branch-misses-3,branch-load-misses-3,cache-misses-4,node-loads-4,branch-misses-4,branch-load-misses-4,cache-misses-5,node-loads-5,branch-misses-5,branch-load-misses-5,label
37863905,2669482,32090048,32090279,75851181,5771685,50447557,50448136,53499465,4023444,29153871,29156716,55534590,4042603,26910117,26907396,45409599,3092166,16629082,16628387,10
37210404,2600429,32068038,32068417,83460474,6500749,51672765,51674491,68776010,5237597,38099916,38098643,84852032,6274121,42587531,42587680,53297926,3831066,20823549,20823629,8
34896131,2441948,29590863,29592025,67650793,4847514,44077461,44076781,51445225,3698225,27706819,27706610,47337026,3413572,19111228,19111228,30402262,2356030,15743471,15743250,18
34008918,2365454,28225620,28225648,76405156,5969439,52628638,52630086,78415092,5994375,38342462,38342539,49695262,3438635,23540300,23539008,47397106,3321203,35533533,35533487,23
29675821,2265050,19057334,19057511,67570692,4986477,42087654,42088750,77804619,6222229,37351754,37351214,68559526,5581132,32763956,32764832,70713314,5679414,22946040,22945749,5
31971149,2302510,20960697,20961079,72297935,5695656,47707588,47707615,63589980,4847068,32371240,32371414,77170944,5831384,35901776,35902341,59326757,4442855,19079136,19078358,3
35116650,2440570,29912529,29914851,67289231,4801723,42277021,42274703,60619125,4676447,33810853,33812134,88491613,6506409,43758140,43757870,53435741,3832120,19710360,19709652,23
32754315,2267960,27975500,27976221,76491181,6001865,51921976,51922181,72541218,5434729,37886228,37887139,82956830,6264587,42231683,42230508,58334520,4134592,25664646,25665508,8
35849464,2493304,32433091,32433256,78232581,6093593,49554528,49557652,81802298,6239349,43033268,43030636,49264100,3412241,22619727,22619378,45415560,3144932,16583769,16584148,27
32156025,2162999,27789230,27789547,79280075,6141829,51608942,51610420,57321494,4293193,29277282,29276456,59121639,4098074,32371809,32372214,45917843,3181871,16488557,16487183,10
37016915,2598819,31504962,31506287,79083852,6127028,50158291,50159213,66296764,4843869,40852810,40851395,54000014,3814713,21961104,21960901,47483742,3269482,17503172,17502899,13
35648068,2524032,28317644,28318760,81761475,6303458,53765249,53764696,72902561,5495117,42620373,42620935,50474476,3587503,20390166,20389358,51509032,3645905,20759744,20761727,27
33182060,2276060,28506733,28507493,75451681,5827754,50891791,50891929,92329428,7402376,43993469,43993111,71993521,5034097,48341945,48341723,49885087,3477254,18737609,18738085,25
34641715,2423751,28964600,28964743,77017195,5932796,51555596,51556518,82007057,6330402,39400376,39400535,53253852,3721633,25629695,25628788,49594982,3391746,33135230,33137478,23
35366184,2476368,30979402,30979771,76228134,5910646,49051429,49051586,73604317,5550986,41808171,41809072,73962341,5403999,37990487,37992350,58385223,4268221,68716832,68714312,24
33497083,2371207,28769072,28770591,75911691,5709761,50552728,50551875,78667273,6068293,44628617,44628714,64928054,4555906,31818827,31818412,47902490,3296525,17387449,17387753,30
33659332,2311405,29205348,29205955,76132899,5918223,49160438,49160789,68076797,5337602,36984085,36983705,67583779,4911217,40073752,40073432,56687826,4143504,22261048,22262150,2
38251315,2648615,32610096,32610539,77250247,5932051,50146185,50147077,72753382,5599610,33029042,33028487,54379154,3867937,24847391,24846891,47929793,3409061,17127192,17127921,16
36929429,2592685,30725376,30726262,80160110,6189479,51540865,51541966,70824820,5265794,40722149,40721848,51148538,3590429,23088092,23086686,47236504,3261947,17196707,17196725,13
32624805,2225163,27650934,27650934,80748523,6292634,54957704,54959188,69478972,5151551,40145040,40144806,51835191,3595623,24029825,24028860,46979829,3293571,17389536,17389551,13
36003799,2512502,30533014,30534468,63815400,4540242,41972984,41971538,52402395,3814808,27296132,27296718,49163249,3575243,19074357,19074267,30087770,2351013,15402304,15401800,20
32792483,2306267,24245839,24246452,71048757,5505300,45455992,45456728,76941426,6337016,36092324,36091543,69594805,5295275,37211210,37211607,95967868,7561156,42913606,42914754,4
35004183,2402534,29541154,29542964,75550476,5797616,49607266,49606784,49521677,3646841,26808833,26808115,62596246,4344727,31262267,31262482,45771052,3180471,17597389,17596921,10
40195231,2916737,32261979,32262317,73782013,5383180,47237669,47237435,63946043,4909988,38405263,38405483,62589360,4498330,28824120,28824028,44332120,3120077,18274571,18274990,17
36722573,2566744,30302991,30303399,77653162,5955718,49667342,49667474,80594165,6162919,37487265,37490063,87102020,6494482,46605143,46603881,52889857,3760778,21801488,21800069,8
31217940,2182031,25770837,25772477,78143700,6039032,51291702,51291910,76726791,5726720,37315053,37314317,77699882,5813338,39193122,39193245,66521514,4765820,31833698,31833609,8
34929775,2440161,29599160,29599580,70401755,5194537,46951652,46952361,64882611,4824856,36019828,36019578,63384733,4626270,31433894,31433376,51330862,3605359,19617793,19617662,11
36169007,2544059,31970420,31970553,76097267,5864971,48158654,48159043,79977447,5947457,39238565,39238982,69728388,4995302,39999835,39999762,72952622,5188809,39857228,39857183,11
37027269,2610034,30433741,30435784,75646227,5781079,49023133,49021569,83748202,6370988,38619850,38619774,50165333,3531267,32253453,32253315,47954128,3270905,17937389,17937457,11
31853307,2176351,27666868,27667708,66981376,4790302,45401951,45401318,40991994,3035879,22956629,22957077,60346417,4487039,28243276,28242896,43431561,3124456,17397188,17397606,18
34765050,2417645,31656991,31657468,80560529,6279074,50603067,50603679,64769217,4769067,32994470,32994061,50697012,3606066,27865219,27865449,48279685,3373773,17471748,17471191,22
32943783,2256057,28055003,28056246,65824236,4741121,44619251,44618406,63771854,4890249,35719455,35719365,64998656,4636330,29890520,29890757,48607720,3558073,35815444,35815427,19
34157626,2386966,28674619,28676698,75541778,5625858,49823234,49821787,67582108,5169345,39237290,39237743,61611667,4264248,32647088,32646226,51062635,3628223,19305253,19305314,9
31538426,2349017,21626386,21626747,68142020,5244605,46370095,46370931,64031289,5010255,33349984,33349110,79591724,6084520,34289649,34290473,73872805,5464138,25620340,25620363,3
34412784,2404347,30900801,30902812,65285024,4688324,41938967,41936957,68527538,5338019,37367393,37368977,76277620,5433110,38162909,38162354,63687860,4668790,29687470,29686651,28
32092378,2188666,27235978,27236747,66799741,4833394,44460061,44459412,60066686,4752534,33774872,33776234,52890891,3699990,22238585,22237357,43688053,3363282,19643458,19644407,30
37297865,2632946,32028128,32029137,65905327,4661414,40340852,40339995,52355059,3893611,27563746,27564309,48999877,3630263,20103670,20103228,46058143,3496585,26160652,26160379,18
36504632,2539531,31463335,31464473,76384660,5872791,49880675,49880378,82257564,6189187,39944763,39945587,71527590,4993544,37429324,37428199,82946425,5943313,42536237,42538635,11
33743488,2302389,29437715,29437926,79006741,6103455,52578583,52581915,86011248,6857655,41841359,41839224,72701098,5144318,46577562,46578145,49628930,3468508,18611381,18610417,25
35332301,2439983,30479292,30479944,64969933,4643334,42518468,42517827,63276389,4872281,39524311,39524600,61823161,4387277,28014123,28014708,48105615,3469001,21392322,21392318,19
30897305,2221835,21466516,21466749,70519939,5570468,45425515,45427967,64310827,4948442,33439183,33436720,75616646,5638308,34231813,34232210,74699407,5642207,25211067,25210758,3
30119925,2055062,25838886,25839292,72448157,5348639,48677724,48679595,65407459,4866353,38707210,38706855,65762127,4759973,36156360,36155944,49691867,3519796,18840712,18839514,9
34587406,2427166,30280864,30282711,78976884,6038056,50316498,50315197,70939395,5520706,38791697,38791985,67022002,4950211,30047072,30046573,49945757,3605344,17624736,17624692,16
35883825,2506621,30170710,30171558,79595993,6123572,50389070,50388893,55068363,4003676,29932370,29932326,60644693,4280328,29554470,29554078,53793676,3795389,22614574,22614417,10
32639614,2214584,29045829,29045950,71475403,5310813,47391755,47393531,75372800,5862946,42212585,42212123,69279535,4885517,34484874,34484235,47977100,3298344,17543355,17542567,30
34607067,2447878,28230735,28231841,78839240,6142569,49810618,49811242,80433658,6177459,38756394,38755842,52691378,3729215,24913959,24913525,51256338,3549718,21519939,21519461,23
32430814,2372283,20960594,20961071,70595195,5571019,48058717,48059931,63250962,4846457,31959380,31958605,75952413,5719505,33257037,33256935,76560856,5806865,27006424,27005949,3
34813741,2438960,29205227,29205829,78815281,5919066,50307797,50309071,68089440,5048827,37975391,37975379,59745787,4282365,27750096,27748824,47548545,3356668,17512993,17512777,21
35390347,2488996,31073279,31075039,75274855,5793988,48430481,48430326,84364571,6485162,43772081,43770637,73436900,5321642,47172467,47174574,100304793,7823690,42159794,42158530,15
35277877,2466072,31595144,31596068,74800667,5796328,48743830,48745386,59871299,4444912,26867759,26866581,77888585,5801306,40068974,40070011,63489494,4543095,29322015,29319916,14
35695091,2511826,30950723,30951979,79582017,6197744,53586711,53587011,76190746,5738939,43656169,43656858,67211773,4835319,35415228,35414054,63702964,4476611,28968522,28967725,29
34916384,2399236,30770544,30772161,66839715,4870337,42866902,42865293,69655509,5481885,39030197,39030921,79790634,5748283,38928779,38930237,61204890,4507523,25185021,25183527,28
26704062,1975707,17477171,17478265,67880455,5166921,45526546,45526963,82204397,6771256,36317964,36317778,75650994,6051024,35494116,35493973,103267873,8278136,38882919,38883104,6
34706266,2527648,23304440,23304474,67704691,5321971,45867547,45868818,62764943,4787143,31914573,31913639,75724267,5735114,34559310,34559637,78397465,5932962,24678016,24677594,3
32874832,2247411,28989905,28990727,68381122,4896738,44683604,44682782,60334043,4578814,34264839,34265657,61072017,4423347,31556641,31556430,50443313,3528443,19975326,19974994,11
36394079,2512785,31071121,31072202,81334397,6176374,51878309,51878940,69767389,5255404,39819037,39818583,54433221,3892629,24735817,24734973,47209126,3372150,17222576,17222456,21
32450915,2200746,27761335,27761879,80506826,6262448,55089434,55089412,78165673,5975047,41776278,41777014,59591950,4184229,34305285,34304218,55305609,3928334,24289850,24289935,29
35519546,2401093,31311282,31312555,78416715,6106556,50870384,50869472,81445448,6328081,40356742,40358432,49164936,3394552,22923164,22921430,46909100,3246138,17257804,17258882,23
38618400,2798410,32922752,32923444,63214567,4494307,40423588,40423188,52668504,3869291,29179027,29179071,47177070,3340526,18098073,18098002,28986343,2285971,15028055,15027790,20
35418468,2409600,30880936,30880959,79982404,6125218,50958885,50959785,72816724,5425097,32220952,32220918,52212230,3705916,29144382,29143754,47724845,3232014,18398532,18398592,11
32878504,2213734,29500033,29501281,77931530,5980804,50495540,50494926,56164855,4175773,28168672,28168502,58053796,4101114,32504916,32504761,45745485,3140351,16920146,16920300,10
34059237,2284932,29927864,29928826,75739477,5730321,48506545,48506776,69788340,5070955,34459273,34458560,52474611,3677645,29059403,29059409,46615740,3247839,17864299,17864090,11
34117353,2343367,30509927,30511104,78363048,6044149,48913571,48913839,81093610,6031284,37165674,37164564,70004600,5014138,41828905,41829783,69627742,5044079,36221695,36221853,11
33835789,2345795,29324353,29326941,77489268,5685381,47997469,47995240,77464189,6077296,45462759,45465347,64983499,4517014,32406903,32404223,46708642,3201111,17053254,17053743,30
34881581,2404176,28320589,28321818,65632299,4694618,43361366,43360250,47963705,3402547,25854327,25855294,59219527,4328342,29633095,29632261,50621933,3970365,23969136,23969176,7
36395225,2537592,31465279,31465496,78274537,5946841,50347817,50348643,64977288,4936356,38620035,38620459,53048260,3709260,22147389,22146203,62196108,4496448,29297369,29297850,24
34619803,2422053,29449320,29450776,82307182,6261660,54786007,54786060,67978816,5088337,39158476,39157746,48110356,3333836,23300216,23299745,47495495,3260420,17275484,17275477,22
33328170,2278822,29850481,29850754,73700443,5557830,47193684,47194848,65757912,5033788,37414386,37413746,67969881,4856524,36315689,36315454,49923146,3430745,21580099,21579905,9
33632171,2350000,28050319,28050911,82378587,6290133,54502623,54504215,67074816,5092050,38843728,38843468,56673789,4069669,25488460,25486766,44087252,3062300,17579955,17580269,22
34898421,2424783,30096166,30097378,76279005,5860466,51517943,51517619,69538237,5075901,35057734,35057465,56715376,4146980,26636608,26636483,46967601,3198182,19370798,19370534,11
34373522,2372423,28198979,28199660,78045075,5943471,54487150,54487260,62442282,4536062,32443755,32445477,65223588,4719248,32440246,32437945,46629934,3257266,17408956,17408993,11
33657183,2334699,29558145,29558908,79586970,6187857,52037436,52037677,57933152,4305517,28386873,28386843,73712509,5519654,36625891,36625582,64073754,4647093,29818889,29818559,14
35837285,2466052,29585625,29586356,65256372,4705416,43201665,43200941,49480754,3568956,25664460,25665354,49269487,3576759,19385773,19385177,30876939,2407081,15399408,15399103,20
40255908,2895189,33815447,33817026,77713061,5930870,50134230,50134924,62433171,4670697,40989660,40988176,54509063,3846609,21769518,21769033,47861281,3329785,17519361,17520083,13
34092323,2500244,22542636,22543619,77458228,6016138,46902129,46902865,71422255,5879463,34711979,34710705,73525746,5670247,36738856,36739145,90075214,7020456,37384975,37386849,2
36879265,2582812,31668327,31668758,80524270,6174693,51236971,51236975,69372105,5212567,37846074,37845950,45625373,3205263,22450240,22450208,46167841,3269825,17380910,17380947,22
35271969,2404039,29665988,29667267,82210144,6383731,53539481,53539909,73031888,5586358,40437154,40436878,66222628,4728822,36639282,36638222,50820429,3559656,19401577,19401509,29
32686567,2266424,27233638,27235514,83000295,6353746,55686139,55685223,75700514,5715388,34244344,34244981,68742043,5094234,33149717,33148387,49715038,3513144,17895175,17895712,16
36139966,2547854,30413227,30413887,81276703,6272727,50855848,50857474,70149548,5261971,38245736,38244075,85972923,6371309,44159586,44160264,52702038,3713374,20650425,20649415,8
36249000,2552530,30259372,30261017,65056713,4684257,42584837,42583197,50740754,3619933,27579721,27579933,48941305,3571697,19217581,19218367,34056581,2709905,18543908,18543396,20
33157395,2239904,29275834,29276198,77506980,5784170,49301098,49301579,69867181,5519180,40147319,40147435,58548554,4056193,32689040,32688909,47949775,3376408,18835759,18835264,9
35611445,2484753,30473934,30474400,73914316,5459427,47626386,47626781,68470137,5299887,37276227,37275983,61551326,4486883,30997972,30997596,48697196,3504828,17893552,17894132,21
36307802,2504941,31109210,31109888,80506596,6335491,48759590,48760555,71019975,5337450,39460999,39461031,52615991,3695829,23824598,23823122,47324351,3382363,17030218,17030339,13
36408094,2617827,31098254,31098922,68223466,4903086,44039825,44040403,76239921,5928094,44516089,44515614,71221457,5052912,34555998,34555601,47562009,3448135,17120111,17120066,30
33665327,2318481,30431114,30432385,67669056,4952220,44002547,44001282,70983782,5480701,38746458,38747420,73155381,5344729,39867829,39867798,63622211,4662113,26301360,26300749,28
35253415,2460296,30847217,30848296,77325139,5860304,49542587,49543772,69303098,5279811,36750974,36749414,71791875,5297004,32513972,32513509,49052625,3488775,17167712,17167731,16
33125555,2229443,29135306,29137661,73576352,5473584,48152256,48151497,64482526,4941515,35921497,35920538,73612921,5587104,33166535,33166832,47590580,3389980,18334184,18333495,16
36499155,2590386,32032917,32033122,74703132,5831561,48024269,48025209,71668114,5348344,39160676,39161948,71563528,5277558,38270900,38269091,58644914,5069381,19871866,19872140,24
34681959,2503157,23199610,23199963,79913035,6272183,45814057,45814746,76044084,5894405,36534680,36534058,48882134,3670801,25544506,25544934,46359966,3184869,16996959,16996352,1
35822766,2442662,31025437,31026178,75804205,5895740,48321288,48321646,83873117,6470225,38328003,38332229,83786723,6223146,44273006,44270093,60521554,4356094,25625469,25623097,8
36719780,2553720,31176769,31178509,81615082,6338514,53503121,53501820,57510859,4275924,31682695,31684706,62304269,4530842,29671715,29670814,46255350,3215858,17236757,17237776,22
27916428,2069697,18745354,18746733,66758516,5069757,44421420,44421597,81548300,6653176,38407803,38408696,73537325,5809470,35283420,35282675,101048382,7930046,40061022,40060522,6
37618609,2636157,32438438,32439142,75328169,5570542,48056456,48055972,73638932,5767759,40090248,40093437,56048863,3976100,27724875,27723498,49738239,3517653,37505394,37503639,23
35023197,2407074,31410368,31411108,77459808,5987464,50304537,50305496,61003906,4524467,29873414,29872828,70218249,5388277,33489301,33488471,67465911,4930265,30969703,30969686,14
35384727,2432343,30676476,30678509,80478212,6218258,50186521,50185719,70585964,5200105,34972112,34972216,54897950,3883196,30345160,30344909,45812658,3139832,17506262,17505831,11
33000903,2269682,27387618,27388190,79769873,6193497,52360327,52361264,71775690,5434272,38530221,38529327,70909528,5477040,38758875,38758639,58768353,4951493,19597965,19597841,24
34483270,2367721,30975034,30975059,79320691,6151340,50963989,50964490,89401042,7167013,42989132,42989496,67003754,4678133,45233317,45234217,46066926,3155875,17335104,17333594,25
32350948,2246277,26604165,26606116,80397171,6084834,53531393,53529603,79146253,6057480,43288147,43287987,68557538,4827765,34192241,34192883,47678818,3263072,17234767,17234411,30
34173785,2338521,30729542,30730456,82229501,6354662,51512463,51512296,69251861,5273987,36712208,36711564,61833464,4418891,34905336,34905688,49023199,3583381,17382783,17382437,26
33706782,2360108,29147419,29148440,64364395,4567412,43533401,43532906,71878402,5621611,43763846,43763698,78224683,5575322,37897074,37897130,47186259,3253035,17459643,17459457,30
32898177,2278835,28550999,28550999,78693562,6110117,53194872,53195954,83672369,6598782,42313845,42314432,78807209,5617684,48590442,48590678,49112244,3430397,18065558,18063962,25
33813346,2347599,28330551,28331331,81087467,6221352,52116383,52117756,58643559,4432021,30933384,30931352,69783078,5205507,32403491,32405023,58349063,4197507,24017875,24018046,14
34931991,2416651,30182792,30184603,83476422,6435930,52104217,52103748,65918130,5015963,41820737,41821753,54546341,3885275,26678752,26677169,47684103,3331569,17328571,17328076,22
36714791,2574927,30834175,30835213,77982553,5966291,50445014,50444822,68228093,5032759,32494191,32494724,54941501,3863826,30376978,30375893,47026564,3227757,18237081,18236787,11
35642792,2447314,31062071,31062689,78664096,6051393,49519179,49519407,63334716,4715971,38654437,38655494,56785443,4074882,27384326,27382788,47152115,3315201,17373255,17373116,17
34845599,2414170,28828251,28828276,69149230,5005893,46052827,46053164,65618273,5095063,36992124,36992333,59095840,4175972,27045643,27045852,52959048,3759065,35052886,35052414,19
34200884,2364632,27812746,27814622,66924934,4739683,45419565,45418002,48151800,3465904,25971315,25972065,88358095,6690897,42863973,42864134,64524980,4589060,27774228,27773173,18
36060195,2515583,30294094,30294610,75810637,5882381,51359339,51360297,82298704,6237981,46256559,46255443,60118354,4448250,32543218,32543126,50383552,3526034,21910380,21910443,25
38688743,2788255,31387132,31387692,69451286,5383042,46938150,46938530,77893104,5987167,39410886,39410465,62222605,4573067,40125428,40126126,82381066,6116350,45710797,45710253,4
32308717,2254554,28968786,28970024,68298363,4919048,43957890,43956660,61000921,4692755,35252665,35252986,63526862,4513900,30012316,30013364,48325082,3557519,21068611,21068077,19
29025870,2149011,19625337,19625951,69276233,5276938,42679615,42679866,83345879,6798993,39704140,39704693,75295991,6091758,31307940,31308406,107097965,8489708,43202430,43201581,6
35414992,2523337,29699704,29700593,77233265,5950419,52560788,52561007,78351563,5996607,40403107,40403413,63512181,4542266,35291062,35289873,48141729,3318800,17223875,17224149,26
32808855,2219650,29519378,29520618,82068239,6272824,51548348,51549608,68648653,5180822,38921706,38920338,59097925,4277593,27860480,27859758,47348732,3360966,17480600,17480546,21
34202276,2358917,29639528,29640947,81315927,6278818,53266886,53268153,78532792,5859880,42235803,42234351,54092471,3889456,25302724,25301983,47439268,3279435,17520260,17520090,27
36891519,2565527,31590141,31590144,73257429,5414031,47959639,47959681,64644815,4755284,34918302,34918574,65926212,4746300,32367117,32366961,47481746,3238202,18134692,18135110,11
31420702,2145494,27036928,27038750,79022918,6180242,52564172,52562951,59283977,4408580,27356622,27356307,77505656,5824396,40320968,40322305,68479618,5007483,31032957,31031627,14
30402235,2242063,20790633,20791145,65979413,4972164,44080377,44082519,88034515,7149577,39432092,39430467,76696362,6289009,33672850,33672945,106369475,8474013,40814935,40815208,6
34374722,2398681,28168157,28168672,66050677,4737870,44157738,44157233,46325331,3335586,21962975,21962965,65852819,4972015,35066249,35066723,47960559,3728746,23586337,23585863,28
31690959,2191152,26775465,26775916,68294502,4960659,46548009,46548318,63066363,4847446,36982319,36982761,63364313,4483919,30504307,30503424,56044489,4059578,21023509,21023804,12
32125588,2283231,21293614,21293630,68609789,5389385,47416461,47417295,64981985,4974664,32247126,32246371,81212247,6211795,36163756,36163922,72841604,5340699,24775737,24776152,3
38722170,2783981,33427292,33427549,76951289,5880380,48968274,48968991,63053732,4717781,37248021,37247800,59308177,4263989,27958448,27957698,43936303,3093431,17555392,17555789,17
36633243,2576636,31505135,31505523,65650400,4760689,42565717,42565336,62378987,4890038,33426565,33427702,59153459,4199468,24270800,24269938,42764764,3075612,18335058,18335726,7
36706527,2588588,25734623,25735970,77884554,6138759,47223569,47224149,78904010,6316478,36482984,36481823,47313803,3646136,22557250,22557249,46142617,3209263,16911054,16910826,1
36681295,2618325,31934273,31935072,82463564,6379925,51067058,51066626,50386540,3685149,25985892,25986336,55394631,3967755,24819072,24819033,44817739,3245954,24051305,24050964,22
35283204,2446314,29824715,29825979,66657646,4722100,43626854,43625665,63882156,5034447,34589517,34590381,74624004,5332280,36083388,36084258,65047245,4816231,30195341,30194123,28
35531293,2516780,30968766,30973184,77063007,5687532,50589098,50586137,62998842,4798482,35063191,35061966,58426332,4211389,24863011,24863035,49922359,3545366,35412770,35415555,19
37783035,2691726,32319056,32319163,73601432,5465337,47931947,47932116,65289451,4835281,38686886,38687305,67937083,4759542,37210102,37210635,45538593,3206163,17712480,17711577,9
33772498,2382016,29592017,29592779,79481091,6028337,49356816,49357463,67927784,5379825,36450329,36450084,66550427,4811630,31605800,31604636,45357437,3177623,16947690,16948471,16
33677715,2339310,28553063,28553951,67946989,4911643,44387690,44387277,62570216,4907272,33838511,33839707,74159097,5353895,40020036,40018876,64096293,4635837,27476823,27476594,28
39868837,2897616,32825731,32826513,78864879,5915040,48524753,48523987,69792608,5194855,39229818,39230958,63006180,4574956,30628677,30627799,49190111,3467472,17693045,17693038,21
29849380,2289983,18882346,18883072,69517098,5301896,44426877,44427777,84984164,6984032,41161807,41161251,76181110,6181793,32916034,32915519,99555528,7845824,40710304,40710749,6
35961803,2485200,30754212,30756051,79163681,6109820,53015532,53016549,68750884,5001591,34792231,34790412,60302440,4356019,29219058,29218327,51037440,3576151,23399987,23399901,21
34476719,2396145,28546869,28547245,77811744,5815837,51965045,51966123,75284913,5829052,40792022,40791597,68695887,4947291,32972307,32971476,46614663,3256378,16979413,16979557,30
37509376,2604187,31618295,31618328,77050287,5955122,49635910,49639118,72308336,5787441,36838251,36836362,63267600,4479278,42560212,42559645,80974669,6129382,44455907,44455433,4
34178394,2363986,30008718,30010684,81763853,6292926,50155064,50154422,60097147,4495235,36266161,36266653,59743139,4285543,27181379,27180491,46870027,3290657,18553841,18553851,17
34931404,2434237,29605771,29605938,75491091,5695604,49800508,49801812,68737050,5166841,38031770,38031711,63601640,4444366,33548084,33547093,49252799,3506354,18840041,18840042,9
35410942,2506664,29025372,29025737,69305910,4948237,47310999,47310961,71511322,5517914,41220288,41220956,59961921,4316627,29657942,29656949,45914317,3191263,16714337,16715036,13
33522661,2260717,29874864,29875494,75501774,5859178,48671067,48672236,79883336,5921670,42161062,42159978,57654807,4157659,29637928,29637252,56497563,4164900,20694567,20696222,5
33782728,2340116,28590805,28592318,76977232,5796166,51218697,51218087,69147132,5363070,41246997,41248455,51619904,3645334,23060103,23058076,58894718,4239087,28107388,28108677,24
31739614,2206640,22817376,22817571,71488541,5637426,47018294,47020171,63029698,4776506,32218292,32216576,82215280,6185981,34535153,34535857,70750763,5339207,23823516,23822838,3
35881795,2607587,25117742,25118098,77026931,5974006,45763954,45765240,77667297,6240960,34051019,34051562,51875716,3877610,26457425,26456201,47030008,3279050,17425358,17424739,1
32697311,2269895,26555769,26556205,77548733,5943698,53851967,53853159,88052842,7031648,44456516,44455567,71452306,5065595,47516550,47516167,48765380,3411892,18450393,18451063,25
34912886,2434597,29105835,29106663,77146059,5687981,49555876,49556435,67179670,5183477,38380928,38380462,62987910,4443082,33496338,33495657,49931842,3522431,18960921,18961285,9
33513138,2324264,27762593,27763000,81660057,6182683,53120891,53121273,70872868,5384246,37043648,37043767,62480431,4430010,34956985,34956831,47728381,3346540,17914759,17914006,21
36328443,2527909,33378195,33378221,66759959,4780430,42239999,42240137,66365979,5199894,37054944,37055549,82336842,5968701,42015937,42015987,71189413,5239401,34168113,34168545,28
35451284,2449023,31630075,31630920,65552793,4677110,41313566,41312731,56358586,4143063,32122018,32122060,84874385,6515232,41980925,41981777,57432715,4265757,21522317,21521884,18
33950150,2360975,30356476,30356644,80642741,6174261,52078423,52079228,78891327,6090621,42343784,42345755,69858766,4953210,45836677,45834094,52272597,3672484,22495024,22494947,15
35607425,2485022,29760182,29760211,66246239,4754817,42699751,42699973,47212072,3623494,28307678,28307724,73031625,5341875,35067625,35067961,57979736,4166176,25648875,25648622,26
37758028,2641740,31943132,31943788,76670918,5770148,50593153,50593276,57674126,4352383,27064862,27065139,55785626,3942524,29417903,29417137,46466342,3287987,17189526,17189484,10
40286950,2907965,32584760,32585294,75652730,5691560,47949692,47950597,57591263,4214447,27678062,27677480,57129854,4004602,31829119,31828409,45377184,3172979,17199228,17199883,10
35273496,2416532,30534073,30534990,79229739,5968628,49116507,49116214,61764608,4644521,38662452,38661843,56256865,4021304,26591503,26591854,47170838,3321837,17152275,17152194,17
38597368,2731276,32569590,32571228,64428140,4560855,39479090,39477734,49457476,3569142,27238599,27238904,48936789,3579178,19512309,19512148,35839594,2729972,20043914,20043488,20
38198251,2697850,32783086,32784634,78283760,5944643,50189808,50188884,66285289,5018317,35622308,35621689,50260467,3549157,26483979,26484583,46282299,3222633,16784989,16784637,22
35678865,2479102,30613217,30615269,65761015,4690283,41967097,41965157,50950642,3774499,27503116,27503870,59930090,4462201,27665483,27665419,63127913,4603114,30607842,30608330,18
37909380,2660849,31587119,31588235,79052931,6101420,50559930,50559203,66144883,4830290,39142829,39142969,61685627,4489521,26294002,26294664,53587724,3801549,23783214,23783406,21
28630527,2111585,18642517,18642639,71004219,5345548,46484650,46486250,81058234,6554675,39185187,39184532,75651015,6114776,36403974,36403677,98133111,7708741,39498371,39498973,6
30982218,2064901,27096711,27097553,80469860,6332221,52447802,52448649,73966666,5493490,37152205,37150986,79359430,5875990,38561012,38560902,54561919,3944110,22827842,22829197,8
31693672,2186285,26604051,26604068,68287193,4943632,46730575,46730616,56618540,4401188,30571916,30572224,74058855,5276796,37532172,37531823,56766146,4010156,21279003,21279385,12
34192520,2337365,29834879,29835536,79162603,6159667,51561599,51561488,73818169,5503640,41080070,41081631,74413766,5768988,37009152,37007279,53311115,4493166,17458630,17458684,24
36229335,2534268,31765179,31766308,77364933,5937984,51405420,51406109,70285814,5351168,44095042,44094305,65642643,4668738,31077184,31076448,50722925,3534883,18783112,18783235,29
32519602,2180757,28501252,28502906,75507829,5847345,48712183,48711945,80520657,5987208,43051604,43050626,59642191,4316665,31560179,31560055,48871969,3465986,17543698,17543650,5
33144828,2235310,29296507,29297476,78074036,5777019,48554783,48555785,56720802,4377837,36324751,36323067,54397887,3854164,22498680,22498646,54169440,3861901,26943030,26943639,22
34243884,2372096,27352462,27352903,78276806,6075092,52476014,52477295,80964681,6181403,38282045,38280459,91333345,6798087,49083136,49085412,67846240,4937462,29115783,29113724,8
31694427,2249772,21330922,21331503,74242301,5687541,47254770,47254302,71958003,5799318,34428309,34428526,63247660,4970630,34352768,34354356,80380117,6273887,33774911,33773105,2
35645743,2463397,29343686,29344177,79292218,6094395,52112476,52113879,70451463,5195000,40445965,40445629,53373901,3761045,24289218,24287955,49152565,3455329,17792259,17792756,13
39804799,2839643,33264555,33266181,73382273,5578738,48208072,48207072,57411280,4270711,27662406,27662681,59295462,4118450,31679329,31680268,50870359,3562671,20532468,20531889,10
23779384,1742484,14735677,14736006,63303352,4887550,38167829,38169574,76570096,6029507,38756366,38755183,70567680,5608567,39761693,39761587,76708774,5832017,31833382,31833206,5
33319070,2277737,29105160,29105960,79373208,6111028,51184528,51185420,56942483,4193498,26271046,26270012,59494210,4198412,32398807,32398357,47750041,3293195,17483195,17483240,10
